_id,permit_number,s_name,s_address,city,z_code,p_fee,pa_license_no,contractor_name,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,status,latitude,longitude
7251084,PAA220179,VACANT RESIDENCE,7218  SUSQUEHANNA ST,PITTSBURGH,15208,850,964,"HILLTOP RISING, LLC",REMOVE ROOFING MATERIALS,1000,f,2022-04-13,2022-04-20,JOE YAKUBISIN,f,f,2022-04-20,PAA,EXPIRED,40.453263,-79.8975315
7251085,DEM220042,URBAN REDEVELOPMENT PROPERTY,740  ADELAIDE ST,PITTSBURGH,15219,0,964,"HILLTOP RISING, LLC",DEMOLITION & SITE CLEARING WITH MECHANICAL EXCAVATOR,0,f,2022-03-23,2022-03-30,JOE YAKUBISIN,t,f,2022-03-30,DEM,COMPLETE,,
7251086,PAA204046,VACANT RESIDENCE,1717  COLWELL ST,PITTSBURGH,15219,350,961,UNIS DEMOLITION COMPANY,ALL MATERIAL BEING TREATED AS ACM - BUILDING BEING DEMOLISHED HORIZONTALLY BY REMOVING SMALL SECTION OF STRUCTURE WITH GRAPPLE; LOWERED TO GROUND AND LOADED INTO TARPED TRUCKS. WATER BEING USED TO PREVENT FUGITIVE ADMISSIONS,900,f,2020-01-22,2020-03-31,JOE YAKUBISIN,t,f,2020-03-31,PAA,COMPLETE,,
7251087,PAA204201,VACANT RESIDENCE,1601  SPRING GARDEN AVE,PITTSBURGH,15212,350,961,UNIS DEMOLITION COMPANY,ALL MATERIAL BEING TREATED AS ASBESTOS CONTAINING MATERIAL,600,f,2020-04-04,2020-05-04,JOE YAKUBISIN,t,f,2020-05-04,PAA,COMPLETE,40.46534036,-79.985836515
7251088,PAA204224,5255; 5257; 5259 WICKLIFF STREET,5255  WICKLIFF ST,PITTSBURGH,15201,350,961,UNIS DEMOLITION COMPANY,ALL MATERIALS BE TRATED AS ACM,600,f,2020-04-22,2020-05-06,JOE YAKUBISIN,t,f,2020-05-06,PAA,COMPLETE,40.479192,-79.9495155
7251089,PAA204450,VACANT 350RESIDENTIAL STRUCTURE,38  MT OLIVER ST,PITTSBURGH,15210,350,961,UNIS DEMOLITION COMPANY,ALL MATERIALS BEING TREATED AS ACM,950,f,2020-10-07,2020-11-07,JOE YAKUBISIN,t,f,2020-11-07,PAA,COMPLETE,40.4166460820001,-79.987151119
7251090,PAA204517,VACANT RESIDENCE,809  BRYN MAWR RD,PITTSBURGH,15219,350,961,UNIS DEMOLITION COMPANY,ALL MATERIAL BEING TREATED AS ACM,1000,f,2020-10-30,2021-10-29,JOE YAKUBISIN,t,f,2021-10-29,PAA,COMPLETE,,
7251091,PAA214077,VACANT RESIDENCE,2290 BEDFORD AVE,PITTSBURGH,15219,350,961,UNIS DEMOLITION COMPANY,ALL MATERIAL BEING TREATED AS ACM,1500,f,2021-02-05,2021-03-08,JOE YAKUBISIN,t,f,2021-03-08,PAA,COMPLETE,40.449496782,-79.975982732
7251092,PAA214114,VACANT RESIDENCE,821  MELROSE AVE,PITTSBURGH,15214,350,961,UNIS DEMOLITION COMPANY,ALL MATERIAL BEING TREATED AS ACM,1000,f,2021-03-01,2021-04-11,JOE YAKUBISIN,t,f,2021-04-11,PAA,COMPLETE,,
7251093,PAA214258,CITY OF PITTSBURGH CONTROLLED PROPERTY,5520  2ND AVE,PITTSBURGH,15207,350,961,UNIS DEMOLITION COMPANY,ALL MATERIALS BEING TREATED AS ACM,800,f,2021-04-21,2021-05-20,JOE YAKUBISIN,t,f,2021-05-20,PAA,COMPLETE,40.401117,-79.939908
7251094,PAA214265,VACANT RESIDENCE,1228  MUTUAL ST,PITTSBURGH,15204,350,961,UNIS DEMOLITION COMPANY,ALL MATERIAL BEING TREATED AS ACM,750,f,2021-04-27,2021-05-27,JOE YAKUBISIN,t,f,2021-05-27,PAA,COMPLETE,40.4520674510001,-80.064101997
7251095,PAA214425,VACANT RESIDENCE - 4725-4727 JUNIPER STREET,4725  JUNIPER ST,PITTSBURGH,15224,350,961,UNIS DEMOLITION COMPANY,ALL MATERIAL BEING TREATED AS ACM,1000,f,2021-07-22,2021-08-31,JOE YAKUBISIN,t,f,2021-08-31,PAA,COMPLETE,,
7251096,PAA214481,CITY OF PITTSBURGH ORDERED DEMOLITION,516  CEDARHURST ST,PITTSBURGH,15210,350,961,UNIS DEMOLITION COMPANY,ALL MATERIALS BEING TREATED AS ACM,2486,f,2021-08-31,2021-10-11,JOE YAKUBISIN,t,f,2021-10-11,PAA,COMPLETE,,
7251097,PAA204351,5233-5235 WICKLIFF STREET,5233  WICKLIFF ST,PITTSBURGH,15201,350,961,UNIS DEMOLITION COMPANY,EXTENSIVE FIRE DAMAGE  - ALL MATERIAL IS BEING TREATED AS ACM,1500,f,2020-07-08,2020-07-18,JOE YAKUBISIN,t,f,2020-07-18,PAA,COMPLETE,,
7251098,PAA204392,VACANT RESIDENCE,5224  POE WAY,PITTSBURGH,15201,350,961,UNIS DEMOLITION COMPANY,ALL MATERIAL BEING RREATED AS ACM,1500,f,2020-08-03,2020-08-31,JOE YAKUBISIN,t,f,2020-08-31,PAA,COMPLETE,40.4692982620001,-79.9618496799999
7251099,PAA204525,VACANT RESIDENCE,6951  HAMILTON AVE,PITTSBURGH,15208,350,961,UNIS DEMOLITION COMPANY,ALL MATERIAL BEING TREATED AS ACM,1000,f,2020-10-31,2021-10-30,JOE YAKUBISIN,t,f,2021-10-30,PAA,COMPLETE,40.4592715800001,-79.913578564
7251100,PAA214062,VACANT RESIDENCE,517  FRANCIS ST,PITTSBURGH,15219,350,961,UNIS DEMOLITION COMPANY,ALL MATERIAL BEING TREATED AS ASBESTOS CONTAINING MATERIAL,1000,f,2021-01-26,2021-02-28,JOE YAKUBISIN,t,f,2021-02-28,PAA,COMPLETE,40.457192621,-79.9232872439999
7251101,PAA214189,CITY OF PITTSBURGH PROPERTY,2040  CENTRE AVE,PITTSBURGH,15219,350,961,UNIS DEMOLITION COMPANY,ACM IN PLACE,800,f,2021-04-05,2021-05-17,JOE YAKUBISIN,t,f,2021-05-17,PAA,COMPLETE,40.4591914170001,-79.9265974039999
7251102,PAA214232,CITY OF PITTSBURGH CONTROLLED PROPERTY,404  MOORE AVE,PITTSBURGH,15210,350,961,UNIS DEMOLITION COMPANY,REMOVE ENTRYWAY FLOOR TILE AND ROOF TAR,2775,f,2021-04-26,2021-05-30,JOE YAKUBISIN,t,f,2021-05-30,PAA,COMPLETE,,
7251103,PAA214254,COMMERCIAL STRUCTURE,908 P J MCARDLE RDWY,PITTSBURGH,15203,450,961,UNIS DEMOLITION COMPANY,REMOVE FLAT ROOFING,960,f,2021-04-30,2021-06-04,JOE YAKUBISIN,t,f,2021-06-04,PAA,COMPLETE,,
7251104,PAA214360,VACANT RESIDENCE,3360  AJAX ST,PITTSBURGH,15213,350,961,UNIS DEMOLITION COMPANY,ALL MATERIAL BEING TREATED AS ACM,1000,f,2021-06-18,2021-07-18,JOE YAKUBISIN,t,f,2021-07-18,PAA,COMPLETE,40.440000012,-79.952651094
7251105,PAA214404,COMMERCIAL STRUCTURE,10 W CRAFTON AVE,CRAFTON,15205,850,961,UNIS DEMOLITION COMPANY,FIRE DAMAGED - ALL MATERIAL BEING TREATED AS ACM,900,f,2021-07-14,2021-08-24,JOE YAKUBISIN,t,f,2021-08-24,PAA,COMPLETE,40.437018,-80.0676855
7251106,PAA214558,MUNICIPALITY REGULATED PROPERTY,231  KENNEDY AVE,PITTSBURGH,15214,350,961,UNIS DEMOLITION COMPANY,REMOVE EXTERIOR DOOR & WINDOW CAULKING; 1ST FLOOR & FOYER FLOOR TILE & MASTIC AND 2ND FLOOR FRONT ROOM VINYL SHEET FLOORING,256,f,2021-10-28,2021-11-12,JOE YAKUBISIN,t,f,2021-11-12,PAA,COMPLETE,40.384332,-79.9002855
7251107,PAA214603,VACANT COMMERCIAL STRUCTURE,7161  MT VERNON ST,PITTSBURGH,15208,850,961,UNIS DEMOLITION COMPANY,ALL MATERIAL BEING TREATED AS ACM,1500,f,2021-11-12,2021-12-31,JOE YAKUBISIN,t,f,2021-12-31,PAA,COMPLETE,,
7251108,PAA224081,3903 - 3911 LIBERTY AVENUE (3903-05-07-09-11),3903  LIBERTY AVE,PITTSBURGH,15224,850,961,UNIS DEMOLITION COMPANY,REMOVE SHEET FLOORING ON 1ST & 2ND FLOORS OF EACH BUILDING,352,f,2022-03-01,2022-07-01,JOE YAKUBISIN,t,f,2022-07-01,PAA,COMPLETE,40.462677,-79.959204
7251109,PAA224130,CITY OF PITTSBURGH REGULATED PROPERTY,2361  PARK HILL DR,PITTSBURGH,15221,350,961,UNIS DEMOLITION COMPANY,ALL MATERIAL BEING TREATED AS ACM,1218,f,2022-03-03,2022-05-03,ELIZABETH LETURGEY,t,f,2022-05-03,PAA,COMPLETE,,
7251110,RES210098,RESIDENTIAL,357  ORCHARD ST,SPRINGDALE BORO,15144,0,961,UNIS DEMOLITION COMPANY,BUILDING BEING DEMOLISHED HORIZONTALLY WITH GRAPPLE; LOADED INTO TARPED TRUCKS.  WATER WILL BE USED TO PREVENT FUGITIVE EMISSIONS,,f,2021-10-26,2021-12-26,ELIZABETH LETURGEY,t,f,2021-12-26,RES,COMPLETE,40.543326,-79.7758695
7251111,PAA190575,PENN DRILL MANUFACTURING,500  THOMPSON AVE,MCKEES ROCKS,15136,1850,959,"HOWLAND COMPANY, LLC",REMOVE EXTERIOR ROOF MATERIALS FROM SECTIONS 1; 2 & 3,17884,t,2019-08-26,2019-10-31,JOE YAKUBISIN,t,t,2019-09-19,PAA,COMPLETE,40.462839,-80.0725725
7251112,PAA200125,CITY OF PITTSBURGH; PUBLIC WORKS ADMIN,414 GRANT ST,PITTSBURGH,15219,850,959,"HOWLAND COMPANY, LLC",REMOVE FLOOR TILE AND MASTICE FROM ROOM 502,1750,t,2020-03-06,2020-03-29,JOE YAKUBISIN,t,f,2020-03-29,PAA,COMPLETE,40.438107,-79.9968555
7251113,PAA200484,CALGON CARBON,4301  GRAND AVE,NEVILLE,15225,450,959,"HOWLAND COMPANY, LLC",REMOVE BUILDING P ROOFING MATERIAL,920,t,2020-10-27,2020-11-20,JOE YAKUBISIN,t,f,2020-11-20,PAA,COMPLETE,40.508316,-80.1212265
7251114,PAA200499,LANXESS,3499  GRAND AVE,NEVILLE,15225,1250,959,"HOWLAND COMPANY, LLC",REMOVE ROOFING MATERIAL FROM BUILDINGS 3 & 5,2844,t,2020-11-09,2020-11-30,JOE YAKUBISIN,t,f,2020-11-30,PAA,COMPLETE,40.507407,-80.1117945
7251115,PAA204520,HAMILTON LARIMER BUILDING #4,6226  AUBURN ST,PITTSBURGH,15206,450,959,"HOWLAND COMPANY, LLC",FOUNDATION WATERPROOFING,650,f,2020-11-19,2021-11-18,JOE YAKUBISIN,t,f,2021-11-18,PAA,COMPLETE,,
7251116,PAA204521,HAMILTON LARIMER BOULDING #5,6214  AUBURN ST,PITTSBURGH,15206,450,959,"HOWLAND COMPANY, LLC",FOUNDATION WATERPROOFING,650,f,2020-11-19,2021-11-18,JOE YAKUBISIN,t,f,2021-11-18,PAA,COMPLETE,,
7251117,PAA210048,OLD POLICE ZONE 3; VACANT HALF OF FIRE STATION #24,1729 MARY ST,PITTSBURGH,15203,1250,959,"HOWLAND COMPANY, LLC",REMOVE 9X9 FLOOR TILE/MASTIC THROUGHOUT; COURT ROOM 103 FLOOR TILE/MASTIC; WATER/HEAT LINE PIPE FITTINGS; BOILER ROOM 007 CRAY/WHITE BOILER PACKING; METAL FIRE AND WOOD FIRE DOORS THROUGHOUT,2754,f,2021-02-01,2021-12-31,ELIZABETH LETURGEY,t,f,2021-12-31,PAA,COMPLETE,40.426263,-79.981128
7251118,PAA210448,FIRE SUPPLY WAREHOUSE,30TH & RAILROAD STREETS,PITTSBURGH,15201,450,959,"HOWLAND COMPANY, LLC",REMOVE FLOOR TILE/MASTIC FROM T 3X3 CLOSETS; CARPET MASTIC FROM ROOMS 314 & 315; AND FLOOR TILE/MASTIC FROM LARGE & SMALL LANDINGS IN STAIRWELL,401,f,2021-08-17,2021-12-31,JOE YAKUBISIN,t,f,2021-12-31,PAA,COMPLETE,40.460449382,-79.974823295
7251119,PAA214133,VACANT RESIDENCE,215  BRIDGE ST,TARENTUM,15084,350,959,"HOWLAND COMPANY, LLC",REMOVE KITCHEN LINOLEUM; BATHROOM & REAR ROOM FLOOR TILE AND EXTERIOR CEMENTITIOUS SIDING,3020,f,2021-03-25,2021-12-30,ELIZABETH LETURGEY,t,f,2021-12-30,PAA,COMPLETE,,
7251120,PAA214134,VACANT RESIDENCE,313 W 9TH AVE,TARENTUM,15084,350,959,"HOWLAND COMPANY, LLC",REMOVE DUCT WRAP THROUGHOUT STRUCTURE AND KITCHEN LINOLEUM,303,f,2021-03-24,2021-12-30,ELIZABETH LETURGEY,t,f,2021-12-30,PAA,COMPLETE,40.6044,-79.755003
7251121,PAA214137,VACANT RESIDENCE,108 W 7TH AVE,TARENTUM,15084,350,959,"HOWLAND COMPANY, LLC",REMOVE DOOR & WINDOW CAULKING,9,f,2021-03-23,2021-12-30,ELIZABETH LETURGEY,t,f,2021-12-30,PAA,COMPLETE,,
7251122,PAA214226,243-245 WEST 7TH AVENUE,243 W 7TH AVE,TARENTUM,15084,350,959,"HOWLAND COMPANY, LLC",REMOVE KITCHEN FLOOR TILE IN BOTH UNIT 243 & 245; WINDOW GLAZINE THROUGHOUT; BASEMENT DUCTWRAP AND LR CLOSET DUCT TAPE IN UNIT 245,561,f,2021-04-20,2021-12-30,JOE YAKUBISIN,t,f,2021-12-30,PAA,COMPLETE,,
7251123,PAA190552,FORMER SEARS DEPARTMENT STORE & AUTO SERVICE CTR,1000 ROSS PARK MALL DR,PITTSBURGH,15237,1850,958,NATIONAL ENVIRONMENTAL SERVICE CORPORATION,REMIOVE BLACK MASTIC IN 1ST FL HOME ELETRONICS/OPTICAL; YELLOW/BROWN GLUE IN 1ST FL HOME IMPROVEMENT/AUTO SVC CTR WAITING AREA; BROWN MASTIC IN 1ST/2ND FL RETAIL AREAS; TRANSITE PIPE IN AUTO SVC CTR & MIRROR PLASTIC ON COLUMNS IN RETAIL; REST/FITTING,38061,f,2019-08-12,2019-09-13,JOE YAKUBISIN,t,f,2019-09-13,PAA,COMPLETE,40.542894,-80.00847
7251124,PAA214534,MUNICIPALITY OWNED PROPERTY,3308  MITCHELL ST,PITTSBURGH,15212,350,961,UNIS DEMOLITION COMPANY,ALL MATERIAL BEING TREATED AS ACM,300,f,2021-10-12,2022-01-12,JOE YAKUBISIN,t,f,2022-01-12,PAA,COMPLETE,40.437101711,-79.996522641
7251125,PAA214557,MUNICIPALITY REGULATED PROPERTY,953  LAMONT ST,PITTSBURGH,15212,350,961,UNIS DEMOLITION COMPANY,REMOVE ROLLED ROOF; ROOF TAR AND KITCHEN FLOOR SHEETING,1700,f,2021-10-28,2021-11-21,JOE YAKUBISIN,t,f,2021-11-21,PAA,COMPLETE,,
7251126,PAA214616,COMMERCIAL STRUCTURE,215  5TH AVE,MCKEESPORT,15132,1550,961,UNIS DEMOLITION COMPANY,REMOVE 2ND FLOOR & BASEMENT FLOOR TILE & MASTIC 1ST; 2ND & 3RD FLOOR PIPE FITTINS AND INSULATION,9410,f,2021-12-07,2021-12-31,JOE YAKUBISIN,t,f,2021-12-31,PAA,COMPLETE,40.350853253,-79.866838072
7251127,PAA214647,VACANT RESIDENCE,534 N FAIRMONT ST,PITTSBURGH,15206,350,961,UNIS DEMOLITION COMPANY,ALL MATERIAL BEING TREATED AS ACM,,f,2021-12-27,2022-02-27,JOE YAKUBISIN,t,f,2022-02-27,PAA,COMPLETE,40.469571,-79.9316955
7251128,RES210069,RESIDENCE,301  WILLIAM ST,MILLVALE,15209,0,961,UNIS DEMOLITION COMPANY,DEMOLISH BUILDING - NO ACM FOUND,,f,2021-07-12,2021-08-31,ELIZABETH LETURGEY,t,f,2021-08-31,RES,COMPLETE,,
7251129,RES210081,RESIDENCE,46 S 22ND ST,PITTSBURGH,15203,0,961,UNIS DEMOLITION COMPANY,DEMOLISH STRUCTURE - NO ACM FOUND,,f,2021-09-06,2021-09-26,CALI FEENEY,t,f,2021-09-26,RES,COMPLETE,40.4289961690001,-79.981027005
7251130,PAA210323,SOCIAL SECURITY ADMINISTRATION,921 PENN AVENUE,PITTSBURGH,15222,1850,960,"IVT ENVIRONMENTAL SOLUTIONS, LLC",REMOVE FLOOR TILE & MASTIC FROM FIRST FLOOR,10000,f,2021-06-18,2021-12-18,JOE YAKUBISIN,t,f,2021-12-18,PAA,COMPLETE,40.444173,-79.9975665
7251131,PAA214560,OFFICES,117 N NEGLEY AVE,PITTSBURGH,15206,850,960,"IVT ENVIRONMENTAL SOLUTIONS, LLC",REMOVE BLACK MASTIC IN BASEMENT AND FIRST FLOOR,1850,f,2021-10-28,2021-12-31,JOE YAKUBISIN,t,f,2021-12-31,PAA,COMPLETE,40.455219287,-79.9332495629999
7251132,PAA200212,FIRE STATION #8,149 NORTH EUCLID AVENUE,PITTSBURGH,15206,1550,959,"HOWLAND COMPANY, LLC",REMOVE CEILING PLASTER ON THIRD FLOOR,5628,f,2020-04-27,2020-06-26,JOE YAKUBISIN,t,t,2020-05-22,PAA,COMPLETE,40.489983,-80.0540865
7251133,PAA200131,FORMER SEARS DEPARTMENT STORE,300 S. HILLS VILLAGE,PITTSBURGH,15237,1850,958,NATIONAL ENVIRONMENTAL SERVICE CORPORATION,REMOVE FLOOR TILE; MASTIC AND TSI THROUGHOUT BUILDING,75310,f,2020-03-06,2020-04-30,JOE YAKUBISIN,t,f,2020-04-30,PAA,COMPLETE,40.5254145980001,-80.007792079
7251134,DEM190175,VACANT RESIDENCE,618  RIVERVIEW DR,DRAVOSBURG,15034,0,957,"RITENOUR AND SONS CONSTRUCTION COMPANY, INC.",REMOVE BASEMENT PAPER ON DUCT WORK BEHIND WALLS,80,f,2019-06-07,2019-10-15,JOE YAKUBISIN,t,f,2019-10-15,DEM,COMPLETE,,
7251135,DEM190176,VACANT RESIDENCE,630  RIVERVIEW DR,DRAVOSBURG,15034,0,957,"RITENOUR AND SONS CONSTRUCTION COMPANY, INC.",REMOVE BASEMENT PAPER DUCT WORK BEHIND WALLS,80,f,2019-06-07,2019-10-15,JOE YAKUBISIN,t,f,2019-10-15,DEM,COMPLETE,,
7251136,DEM190232,VACANT RESIDENCE,670  RIVERVIEW DR,DRAVOSBURG,15034,0,957,"RITENOUR AND SONS CONSTRUCTION COMPANY, INC.",REMOVE PAPER FROM DUCTWORK BEHIND BASEMENT WALL,90,f,2019-07-29,2019-07-31,JOE YAKUBISIN,t,f,2019-07-31,DEM,COMPLETE,,
7251137,DEM190249,VACANT RESIDENCE,401  MILLER RD,JEFFERSON HILLS,15025,0,957,"RITENOUR AND SONS CONSTRUCTION COMPANY, INC.",REMOVE ROOF TAR AROUND CHIMNEY,40,t,2019-08-26,2019-08-26,JOE YAKUBISIN,t,f,2019-08-26,DEM,COMPLETE,40.316787,-79.900263
7251138,DEM190250,VACANT RESIDENTIAL,158  COAL VALLEY RD,CLAIRTON,15025,0,957,"RITENOUR AND SONS CONSTRUCTION COMPANY, INC.",REMOVE FLOOR TILE IN FIRST FLOOR HALLWAY,30,f,2019-08-26,2019-08-27,JOE YAKUBISIN,t,f,2019-08-27,DEM,COMPLETE,40.318083,-79.9049925
7251139,PAA150305,BLUE BAR,1716 GRAY STREET,PORT VUE,15133,350,957,"RITENOUR AND SONS CONSTRUCTION COMPANY, INC.",FLOOR TILE IN BASEMENT AND 1ST FLOOR;MASTIC ON WOOD IN BASEMENT AND 1ST FLOOR,1400,f,2015-06-09,2015-06-25,JOE YAKUBISIN,t,f,2015-06-25,PAA,COMPLETE,,
7251140,PAA150481,BOYD COMMUNITY CENTER,1220 POWERS RUN RD,PITTSBURGH,15238,650,957,"RITENOUR AND SONS CONSTRUCTION COMPANY, INC.",BOILER INSULATION; PIPE FITTINGS; FLOOR TILE AND MASTIC; COVE BASE; WINDOWS AND ROOF FLASHING,42000,t,2015-09-25,2015-12-31,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,40.513725,-79.857162
7251141,PAA170222,SAINT CLAIR DORMITORY BUILDING,1401 HAMILTON RD,PITTSBURGH,15236,850,957,"RITENOUR AND SONS CONSTRUCTION COMPANY, INC.",REMOVE FLOOR TILE; CEILING PLASTER; & EXTERIOR EINDOW GLAZING & CAULKING ON THE 1ST; 2ND; & 3RD FLOORS.  REMOVE PIPE; BOILER WALL; & INCINERATOR  INSULATION; IN THE BASEMENT,23135,f,2017-04-27,2017-06-17,JOE YAKUBISIN,t,f,2017-06-17,PAA,COMPLETE,40.360707,-80.0140365
7251142,PAA170231,FRANCISCAN MOTHER HOUSE,1401 HAMILTON RD,WHITEHALL,15236,850,957,"RITENOUR AND SONS CONSTRUCTION COMPANY, INC.",FLOOR TILE/MASTIC;BOILER PACKING/GASKET;TANK INSULATION;PIPE FITTINGS;GLAZING AND ROOFING,34789,f,2017-04-27,2017-06-17,JOE YAKUBISIN,t,f,2017-06-17,PAA,COMPLETE,40.360707,-80.0140365
7251143,PAA180718,,485 MANSFIELD AVENUE,PITTSBURGH,15236,850,957,"RITENOUR AND SONS CONSTRUCTION COMPANY, INC.",DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,4000,f,2018-11-28,2018-12-15,JOE YAKUBISIN,t,f,2018-12-15,PAA,COMPLETE,,
7251144,PAA194351,VACANT RESIDENCE,620  RIVERVIEW DR,DRAVOSBURG,15034,200,957,"RITENOUR AND SONS CONSTRUCTION COMPANY, INC.",REMOVE DUCTWORK PAPER IN BASEMENT BEHIND WALLS AND KITCHEN SHEET FLOORING,240,f,2019-06-07,2019-06-30,JOE YAKUBISIN,t,f,2019-06-30,PAA,COMPLETE,,
7251145,PAA194646,VACANT RESIDENCE,604  BETTIS RD,WEST MIFFLIN,15122,450,957,"RITENOUR AND SONS CONSTRUCTION COMPANY, INC.",REMOVE FLOOR TILE ON THE FIRST FLOOR IN THE LIVINGROOM BATHROOM #1 & BEDROOMS # 2&4,580,f,2019-09-09,2019-09-30,JOE YAKUBISIN,t,f,2019-09-30,PAA,COMPLETE,40.3631193040001,-79.887116674
7251146,PAA220048,WR PAYNTER ELEMENTARY SCHOOL,3457  PLEASANTVUE DR,BRENTWOOD,15227,850,957,"RITENOUR AND SONS CONSTRUCTION COMPANY, INC.",REMOVE UNDERGROUND TRANSITE PIPE,1920,f,2022-02-08,2022-06-21,JOE YAKUBISIN,f,f,2022-06-21,PAA,EXPIRED,40.382316,-79.951158
7251147,DEM210036,VACANT RESIDENCE,92  SPRUCE ST,HARRISON,15065,0,953,"HANNAN, INC.",DEMOLISH STRUCTURE AND GRADE LOT,2000,f,2021-03-18,2021-05-15,ELIZABETH LETURGEY,t,f,2021-05-15,DEM,COMPLETE,,
7251148,DEM210037,VACANT RESIDENCE,14  PHILADELPHIA AVE,HARRISON,15065,0,953,"HANNAN, INC.",DEMOLISH STRUCTURE AND LEVEL LOT,1800,f,2021-03-18,2021-05-15,ELIZABETH LETURGEY,t,f,2021-05-15,DEM,COMPLETE,40.614993,-79.723386
7251149,DEM210202,FORMER SHARPSBUREG PUBLIC WORKS,5 19TH ST,SHARPSBURG,15215,0,953,"HANNAN, INC.",REMOVE WINDOW CAULKING AND ROOF FLASHING,290,f,2021-12-15,2022-02-15,ELIZABETH LETURGEY,t,f,2022-02-15,DEM,COMPLETE,40.492476,-79.918416
7251150,DEM210203,FORMER SHARPSBURG DEPT OF PUBLIC WORKS,3 19TH ST,SHARPSBURG,15215,0,953,"HANNAN, INC.",REMOVE ALL FIRE DOORS,110,f,2021-12-16,2022-02-17,ELIZABETH LETURGEY,t,f,2022-02-17,DEM,COMPLETE,40.492575,-79.9196085
7251151,PAA200281,CITY OF PITTSBURGH; CITY COUNTY BUILDING,414 GRANT ST,PITTSBURGH,15219,850,959,"HOWLAND COMPANY, LLC",REMOVE FLOOR TILE FROM MEZZANINE LEVEL AND 9TH FLOOR OFFICE,4250,f,2020-06-15,2020-06-26,JOE YAKUBISIN,t,f,2020-06-26,PAA,COMPLETE,40.438107,-79.9968555
7251152,PAA204518,HAMILTON LARIMER BUILDING #2,6250  AUBURN ST,PITTSBURGH,15206,450,959,"HOWLAND COMPANY, LLC",REMOVE FOUNDATION WATERPROOFING,650,f,2020-11-19,2021-11-18,JOE YAKUBISIN,t,f,2021-11-18,PAA,COMPLETE,,
7251153,PAA204519,HAMILTON LARIMER BUILDING #3,6240  AUBURN ST,PITTSBURGH,15206,450,959,"HOWLAND COMPANY, LLC",REMOVE FOUNDATION WATERPROOFING,650,f,2020-11-19,2021-11-18,JOE YAKUBISIN,t,f,2021-11-18,PAA,COMPLETE,,
7251154,PAA204522,HAMILTON LARIMER BUILDING #6,6200  AUBURN ST,PITTSBURGH,15206,450,959,"HOWLAND COMPANY, LLC",FOUNDATION WATERPROOFING,650,f,2020-11-19,2021-11-18,JOE YAKUBISIN,t,f,2021-11-18,PAA,COMPLETE,,
7251155,PAA204523,HAMILTON LARIMER BUILDING #7,6201 AUBURN ST,PITTSBURGH,15206,450,959,"HOWLAND COMPANY, LLC",FOUNDATION WATERPROOFING,650,f,2020-11-19,2021-11-18,JOE YAKUBISIN,t,f,2021-11-18,PAA,COMPLETE,,
7251156,PAA214131,VACANT RESIDENCE,134  WALTERS WAY,TARENTUM,15084,350,959,"HOWLAND COMPANY, LLC",REMOVE EXTERIOR WINDOW CAULING; KITCHEN LINOLEUM AND DUCT WRAP THROUGHOUT STRUCTURE,338,f,2021-03-25,2021-12-30,ELIZABETH LETURGEY,t,f,2021-12-30,PAA,COMPLETE,,
7251157,PAA214132,VACANT RESIDENCE,510 2ND AVE,TARENTUM,15084,350,959,"HOWLAND COMPANY, LLC",REMOVE DUCTWRAP THROUGHOUT STRUCTURE; LIVING ROOM FLOOR TILE; KITCHEN & 2ND FLOOR HALL LINOLEUM/MASTIC; WINDOW GLAZING; EXTERIOR CEMENTITIOUS SIDING; 3RD FLOOR FRONT WALL ELECTRICAL BOX INSULATION AND FRONT ROOMS FIREPLACE INSERTS,3596,f,2021-03-30,2021-12-30,ELIZABETH LETURGEY,t,f,2021-12-30,PAA,COMPLETE,40.600863127,-79.751890988
7251158,PAA214135,VACANT REIDENCE,1212  LOCUST AVE,TARENTUM,15084,350,959,"HOWLAND COMPANY, LLC",REMOVE DUCT WRAP THROUGHOUT STRUCTURE & EXTERIOR DOOR AND WINDOW CAULKING,183,f,2021-03-24,2021-12-30,ELIZABETH LETURGEY,t,f,2021-12-30,PAA,COMPLETE,,
7251159,PAA214136,VACANT RESIDENCE,242 W 8TH AVE,TARENTUM,15084,350,959,"HOWLAND COMPANY, LLC",REMOVE 2ND FLOOR REAR ROOM FLOOR TILE,160,f,2021-03-23,2021-12-30,ELIZABETH LETURGEY,t,f,2021-12-30,PAA,COMPLETE,,
7251160,DEM190177,VACANT RESIDENCE,608  RIVERVIEW DR,DRAVOSBURG,15034,0,957,"RITENOUR AND SONS CONSTRUCTION COMPANY, INC.",REMOVE BASEMENT PAPER DUCTWORK BEHIND WALLS,80,f,2019-06-07,2019-10-31,JOE YAKUBISIN,t,f,2019-10-31,DEM,COMPLETE,,
7251161,DEM190231,VACANT RESIDENCE,628  RIVERVIEW DR,DRAVOSBURG,15034,0,957,"RITENOUR AND SONS CONSTRUCTION COMPANY, INC.",REMOVE BASEMENT PAPER ON DUCTWORK BEHIND WALL,70,f,2019-07-29,2019-07-31,JOE YAKUBISIN,t,f,2019-07-31,DEM,COMPLETE,,
